;date;campaign_id;ad_set_id;ad_id;cpm;ctr;spend;clicks;impressions;breakdown_set; breakdowns_old;platform;country_code
111820;2021-01-05;23846882600420262;23846882600630262;23846882600600262;3.67936005;2.31023102;2.2296921920771;14;606;{country};"{""country"": ""IN""}";android;IN
111863;2021-01-05;23846882600420262;23846882600630262;23846882600600262;30.96794711;0.0;4.4593843841541;0;144;{country};"{""country"": ""AU""}";android;AU
111904;2021-01-05;23846882600420262;23846882600640262;23846882600590262;11.502127;0.0;4.4398210223837;0;386;{country};"{""country"": ""RU""}";android;RU
111951;2021-01-05;23846882600420262;23846882600640262;23846882600580262;9.34566135;1.63934426;0.57008534211708;1;61;{country};"{""country"": ""RU""}";android;RU
111974;2021-01-05;23846882600420262;23846882600640262;23846882600580262;5.6757808;0.82644628;2.0603084294056;3;363;{country};"{""country"": ""MX""}";android;MX
111995;2021-01-05;23846882600420262;23846882600640262;23846882600580262;6.93017131;0.0;0.88013175625094;0;127;{country};"{""country"": ""IN""}";android;IN
112039;2021-01-05;23846882600420262;23846882600640262;23846882600580262;30.00449169;1.5625;1.9202874681839;1;64;{country};"{""country"": ""AU""}";android;AU
112080;2021-01-05;23846882600430262;23846882600560262;23846882600570262;7.11931507;0.72829132;12.707977402928;13;1785;{country};"{""country"": ""RU""}";ios;RU
112103;2021-01-05;23846882600430262;23846882600560262;23846882600570262;4.34665332;0.55309735;3.9293746021642;5;904;{country};"{""country"": ""MX""}";ios;MX
112130;2021-01-05;23846911490980262;23846911491050262;23846911525320262;10.64516129;1.07526882;0.99;1;93;{country};"{""country"": ""RU""}";android;RU
112141;2021-01-05;23846911490980262;23846911491050262;23846911525320262;2.27272727;0.0;0.05;0;22;{country};"{""country"": ""MX""}";android;MX
112200;2021-01-05;23846882600430262;23846882600560262;23846882600570262;23.99618078;0.0;0.83986632718014;0;35;{country};"{""country"": ""AU""}";ios;AU
112245;2021-01-05;23846882600430262;23846882600550262;23846882600540262;12.66017438;2.28136882;3.3296258624792;6;263;{country};"{""country"": ""RU""}";ios;RU
112271;2021-01-05;23846882600430262;23846882600550262;23846882600540262;5.54505194;1.21261116;6.8592292542364;15;1237;{country};"{""country"": ""MX""}";ios;MX
112298;2021-01-05;23846882600430262;23846882600550262;23846882600540262;5.69166814;1.30177515;9.6189191582732;22;1690;{country};"{""country"": ""IN""}";ios;IN
112349;2021-01-05;23846882600430262;23846882600550262;23846882600540262;23.8426485;1.61117078;44.395011499722;30;1862;{country};"{""country"": ""AU""}";ios;AU
112368;2021-01-05;23846882600420262;23846882600640262;23846882600590262;5.22089693;1.0776663;14.049433640651;29;2691;{country};"{""country"": ""MX""}";android;MX
112392;2021-01-05;23846882600420262;23846882600640262;23846882600590262;6.47738338;2.72628135;5.9397605569728;25;917;{country};"{""country"": ""IN""}";android;IN
112438;2021-01-05;23846882600420262;23846882600640262;23846882600590262;28.4144064;0.39715719;135.93452022136;19;4784;{country};"{""country"": ""AU""}";android;AU
112468;2021-01-05;23846882600430262;23846882600550262;23846882600530262;6.14595908;1.07066381;2.8701628923321;5;467;{country};"{""country"": ""MX""}";ios;MX
112493;2021-01-05;23846882600430262;23846882600550262;23846882600530262;3.10612694;1.08853411;4.2802429195755;15;1378;{country};"{""country"": ""IN""}";ios;IN
112540;2021-01-05;23846882600430262;23846882600550262;23846882600530262;15.218255;4.34782609;0.35001986491855;1;23;{country};"{""country"": ""AU""}";ios;AU
112577;2021-01-05;23846882600440262;23846882600520262;23846882600510262;7.63736264;0.68681319;5.56;5;728;{country};"{""country"": ""RU""}";ios;RU
112597;2021-01-05;23846882600440262;23846882600520262;23846882600510262;6.42473118;0.2688172;2.39;1;372;{country};"{""country"": ""MX""}";ios;MX
112620;2021-01-05;23846882600440262;23846882600520262;23846882600510262;2.98765432;1.2345679;1.21;5;405;{country};"{""country"": ""IN""}";ios;IN
112650;2021-01-05;23846882600430262;23846882600560262;23846882600570262;2.81319415;1.2180268;2.3096323997454;10;821;{country};"{""country"": ""IN""}";ios;IN
112664;2021-01-05;23846882600440262;23846882600520262;23846882600510262;13.75;0.0;0.11;0;8;{country};"{""country"": ""AU""}";ios;AU
112707;2021-01-05;23846882600440262;23846882600480262;23846882600500262;10.61442064;0.20449898;15.57135507828;3;1467;{country};"{""country"": ""RU""}";ios;RU
112733;2021-01-05;23846882600440262;23846882600480262;23846882600500262;4.89240106;0.84876543;6.3405517788243;11;1296;{country};"{""country"": ""MX""}";ios;MX
112760;2021-01-05;23846882600440262;23846882600480262;23846882600500262;5.07351041;1.04384134;2.4302114862055;5;479;{country};"{""country"": ""IN""}";ios;IN
112813;2021-01-05;23846882600440262;23846882600480262;23846882600500262;21.56233114;0.89562522;62.595447292841;26;2903;{country};"{""country"": ""AU""}";ios;AU
112850;2021-01-05;23846882600440262;23846882600520262;23846882600460262;13.28747407;1.26582278;1.0497104513282;1;79;{country};"{""country"": ""RU""}";ios;RU
112886;2021-01-05;23846882600430262;23846882600550262;23846882600530262;5.76955821;1.15384615;7.5004256768262;15;1300;{country};"{""country"": ""RU""}";ios;RU
112892;2021-01-05;23846864398700262;23846864398670262;23846864398680262;3.75019391;0.0;0.060003102538911;0;16;{country};"{""country"": ""MX""}";ios;MX
112931;2021-01-05;23846864398700262;23846864398670262;23846864398680262;35.19662508;0.0;2.7101401313408;0;77;{country};"{""country"": ""AU""}";ios;AU
112954;2021-01-05;23846864398700262;23846864398600262;23846864398620262;19.94935606;0.67114094;14.862270267267;5;745;{country};"{""country"": ""RU""}";ios;RU
112970;2021-01-05;23846864398700262;23846864398600262;23846864398620262;6.94842982;0.0;0.66010083286651;0;95;{country};"{""country"": ""MX""}";ios;MX
112988;2021-01-05;23846864398700262;23846864398600262;23846864398620262;17.96570729;1.85185185;0.97014819375836;1;54;{country};"{""country"": ""IN""}";ios;IN
113018;2021-01-05;23846864398700262;23846864398600262;23846864398620262;55.78833839;0.4587156;48.647431076708;4;872;{country};"{""country"": ""AU""}";ios;AU
113069;2021-01-05;23846863875620262;23846863875640262;23846863875630262;57.57248023;2.7184466;59.299654636428;28;1030;{country};"{""country"": ""AU""}";android;AU
113112;2021-01-05;23846853080700262;23846853080670262;23846853674480262;1.44190383;1.33729569;1.9408025573524;18;1346;{country};"{""country"": ""IN""}";ios;IN
113161;2021-01-05;23846853080700262;23846853080670262;23846853674480262;18.91220301;0.89641434;18.987851823994;9;1004;{country};"{""country"": ""AU""}";ios;AU
113193;2021-01-05;23846853080700262;23846853080720262;23846853674470262;3.54224289;0.41250543;16.315570768986;19;4606;{country};"{""country"": ""RU""}";ios;RU
113211;2021-01-05;23846853080700262;23846853080720262;23846853674470262;2.00191052;0.0;0.070066868333068;0;35;{country};"{""country"": ""MX""}";ios;MX
113231;2021-01-05;23846853080700262;23846853080720262;23846853674470262;1.08799485;0.0;0.050047763095049;0;46;{country};"{""country"": ""IN""}";ios;IN
113267;2021-01-05;23846853080700262;23846853080720262;23846853674470262;28.4608966;0.0;2.3622544180863;0;83;{country};"{""country"": ""AU""}";ios;AU
113330;2021-01-05;23846882600440262;23846882600520262;23846882600460262;25.56051704;0.0;4.7286956521739;0;185;{country};"{""country"": ""AU""}";ios;AU
113366;2021-01-05;23846826014940262;23846826014980262;23846881253680262;25.37402423;0.64222638;94.822728531022;24;3737;{country};"{""country"": ""AU""}";ios;AU
113371;2021-01-05;23846809413650262;23846809413790262;23846881231390262;28.93635384;0.62624254;291.09971963137;63;10060;{country};"{""country"": ""AU""}";android;AU
113419;2021-01-05;23846864544430262;23846864544470262;23846864603370262;21.49047866;0.27595723;62.300897636155;8;2899;{country};"{""country"": ""AU""}";android;AU
113467;2021-01-05;23846864544430262;23846864544470262;23846864544450262;19.05065482;0.30991736;18.441033864095;3;968;{country};"{""country"": ""AU""}";android;AU
113482;2021-01-05;23846864398700262;23846864398670262;23846864398680262;4.66690798;0.0;0.07000361962873;0;15;{country};"{""country"": ""RU""}";ios;RU
113532;2021-01-05;23846852937490262;23846852937540262;23846853622250262;8.07259082;0.18181818;4.4399249492901;1;550;{country};"{""country"": ""RU""}";ios;RU
113558;2021-01-05;23846852937490262;23846852937540262;23846853622250262;3.38371172;0.96286107;2.4599584178499;7;727;{country};"{""country"": ""MX""}";ios;MX
113585;2021-01-05;23846852937490262;23846852937540262;23846853622250262;4.622201;1.53649168;3.6099389790399;12;781;{country};"{""country"": ""IN""}";ios;IN
113638;2021-01-05;23846852937490262;23846852937540262;23846853622250262;21.03875051;0.33519553;37.659363421231;6;1790;{country};"{""country"": ""AU""}";ios;AU
113664;2021-01-05;23846852937490262;23846852937540262;23846853622230262;3.57142857;0.0;0.05;0;14;{country};"{""country"": ""RU""}";ios;RU
113679;2021-01-05;23846852937490262;23846852937540262;23846853622230262;2.79411765;2.94117647;0.19;2;68;{country};"{""country"": ""MX""}";ios;MX
113710;2021-01-05;23846882600440262;23846882600520262;23846882600460262;5.77211832;0.49916805;3.46904311058;3;601;{country};"{""country"": ""MX""}";ios;MX
113736;2021-01-05;23846882600440262;23846882600520262;23846882600460262;6.53363086;1.96850394;1.659542237338;5;254;{country};"{""country"": ""IN""}";ios;IN
113763;2021-01-05;23846853080700262;23846853080670262;23846853674480262;4.16698709;0.94873757;27.231260624295;62;6535;{country};"{""country"": ""RU""}";ios;RU
113788;2021-01-05;23846853080700262;23846853080670262;23846853674480262;3.36117827;1.05820106;1.2705253854833;4;378;{country};"{""country"": ""MX""}";ios;MX
113805;2021-01-05;23846852937490262;23846852937540262;23846853622220262;3.58503182;1.19760479;4.7896025102432;16;1336;{country};"{""country"": ""MX""}";ios;MX
113831;2021-01-05;23846852937490262;23846852937540262;23846853622220262;4.28535864;0.86580087;0.98991784658472;2;231;{country};"{""country"": ""IN""}";ios;IN
114026;2021-01-05;23846882600430262;23846882600560262;23846882600610262;11.17738291;1.0989011;4.0685673793027;4;364;{country};"{""country"": ""RU""}";ios;RU
114050;2021-01-05;23846882600430262;23846882600560262;23846882600610262;4.67095026;1.2934519;5.7779654674126;16;1237;{country};"{""country"": ""MX""}";ios;MX
114077;2021-01-05;23846882600430262;23846882600560262;23846882600610262;4.65278931;1.07991361;4.3084829004409;10;926;{country};"{""country"": ""IN""}";ios;IN
114120;2021-01-05;23846911490980262;23846911490970262;23846911526280262;38.72470179;0.3539823;21.879456512289;2;565;{country};"{""country"": ""AU""}";android;AU
114143;2021-01-05;23846911490980262;23846911490970262;23846911526270262;28.32093477;0.0;0.67970243441811;0;24;{country};"{""country"": ""RU""}";android;RU
114162;2021-01-05;23846911490980262;23846911490970262;23846911526270262;5.45215856;0.0;0.95957990741381;0;176;{country};"{""country"": ""MX""}";android;MX
114181;2021-01-05;23846911490980262;23846911490970262;23846911526270262;5.55647983;1.51057402;1.8391948225431;5;331;{country};"{""country"": ""IN""}";android;IN
114214;2021-01-05;23846911490980262;23846911490970262;23846911526270262;33.57096041;0.0;8.4263110619775;0;251;{country};"{""country"": ""AU""}";android;AU
114223;2021-01-05;23846911490980262;23846911491050262;23846911525320262;4.7761194;4.47761194;0.32;3;67;{country};"{""country"": ""IN""}";android;IN
114242;2021-01-05;23846911490980262;23846911491050262;23846911525320262;45.0;0.0;0.99;0;22;{country};"{""country"": ""AU""}";android;AU
114254;2021-01-05;23846911490980262;23846911491050262;23846911525310262;17.74193548;0.0;0.55;0;31;{country};"{""country"": ""RU""}";android;RU
114266;2021-01-05;23846911490980262;23846911491050262;23846911525310262;0.0;0.0;0.0;0;8;{country};"{""country"": ""IN""}";android;IN
114281;2021-01-05;23846911490980262;23846911491050262;23846911525310262;160.0;0.0;1.12;0;7;{country};"{""country"": ""AU""}";android;AU
114315;2021-01-05;23846852774330262;23846852774360262;23846911368520262;5.95834652;0.72289157;9.8908552219124;12;1660;{country};"{""country"": ""RU""}";android;RU
114339;2021-01-05;23846852774330262;23846852774360262;23846911368520262;3.31802933;1.02899906;10.640920076961;33;3207;{country};"{""country"": ""MX""}";android;MX
114363;2021-01-05;23846852774330262;23846852774360262;23846911368520262;2.27602848;1.6964089;10.330893270208;77;4539;{country};"{""country"": ""IN""}";android;IN
114408;2021-01-05;23846852774330262;23846852774360262;23846911368520262;25.02024004;0.65075922;69.205983959185;18;2766;{country};"{""country"": ""AU""}";android;AU
114420;2021-01-05;23846852937490262;23846852937540262;23846853622230262;10.0;0.0;0.02;0;2;{country};"{""country"": ""IN""}";ios;IN
114451;2021-01-05;23846852937490262;23846852937540262;23846853622230262;13.33333333;0.0;1.08;0;81;{country};"{""country"": ""AU""}";ios;AU
114491;2021-01-05;23846852937490262;23846852937540262;23846853622220262;8.60584318;0.81967213;2.0998257351797;2;244;{country};"{""country"": ""RU""}";ios;RU
114527;2021-01-05;23846852794980262;23846852795010262;23846853598250262;7.12448657;0.0;2.9281639787606;0;411;{country};"{""country"": ""RU""}";ios;RU
114551;2021-01-05;23846852794980262;23846852795010262;23846853598250262;3.84374374;1.76282051;2.3984960918176;11;624;{country};"{""country"": ""MX""}";ios;MX
114575;2021-01-05;23846852794980262;23846852795010262;23846853598250262;2.02575683;1.08108108;0.74953002869299;4;370;{country};"{""country"": ""IN""}";ios;IN
114619;2021-01-05;23846852794980262;23846852795010262;23846853598250262;29.53341674;1.01832994;14.50090762178;5;491;{country};"{""country"": ""AU""}";ios;AU
114660;2021-01-05;23846852850520262;23846852850600262;23846853561810262;7.50483514;0.88277561;36.556051962722;43;4871;{country};"{""country"": ""RU""}";android;RU
114684;2021-01-05;23846852850520262;23846852850600262;23846853561810262;5.14202345;1.53291253;5.7025040007531;17;1109;{country};"{""country"": ""MX""}";android;MX
114707;2021-01-05;23846852850520262;23846852850600262;23846853561810262;2.3615772;2.23135643;4.0217659794785;38;1703;{country};"{""country"": ""IN""}";android;IN
114750;2021-01-05;23846852794980262;23846852795020262;23846853598320262;4.3;0.33333333;1.29;1;300;{country};"{""country"": ""RU""}";ios;RU
114767;2021-01-05;23846852794980262;23846852795020262;23846853598310262;3.48025066;0.87016575;25.19701475912;63;7240;{country};"{""country"": ""RU""}";ios;RU
114792;2021-01-05;23846852794980262;23846852795020262;23846853598310262;2.22284105;0.24691358;0.90025062656642;1;405;{country};"{""country"": ""MX""}";ios;MX
114816;2021-01-05;23846852794980262;23846852795020262;23846853598310262;2.53329371;1.48975791;1.3603787245893;8;537;{country};"{""country"": ""IN""}";ios;IN
114864;2021-01-05;23846852794980262;23846852795020262;23846853598310262;21.21280212;1.14942529;3.6910275689223;2;174;{country};"{""country"": ""AU""}";ios;AU
114891;2021-01-05;23846852794980262;23846852795020262;23846853598300262;3.04237288;0.50847458;7.18;12;2360;{country};"{""country"": ""RU""}";ios;RU
114906;2021-01-05;23846852794980262;23846852795020262;23846853598300262;3.33333333;0.0;0.01;0;3;{country};"{""country"": ""MX""}";ios;MX
114922;2021-01-05;23846852794980262;23846852795020262;23846853598300262;0.0;0.0;0.0;0;6;{country};"{""country"": ""IN""}";ios;IN
114953;2021-01-05;23846852794980262;23846852795020262;23846853598300262;7.77777778;0.0;0.07;0;9;{country};"{""country"": ""AU""}";ios;AU
114968;2021-01-05;23846852850520262;23846852850600262;23846853561810262;36.17442097;0.71138211;35.59563023628;7;984;{country};"{""country"": ""AU""}";android;AU
115010;2021-01-05;23846852774330262;23846852774360262;23846853524340262;5.48587032;0.91827365;35.844676695336;60;6534;{country};"{""country"": ""RU""}";android;RU
115033;2021-01-05;23846852774330262;23846852774360262;23846853524340262;4.39139329;0.96590909;7.7288521856332;17;1760;{country};"{""country"": ""MX""}";android;MX
115057;2021-01-05;23846852774330262;23846852774360262;23846853524340262;1.80945372;2.32632761;11.278325052256;145;6233;{country};"{""country"": ""IN""}";android;IN
115101;2021-01-05;23846852774330262;23846852774360262;23846853524340262;31.20748658;0.3030303;10.298470570766;1;330;{country};"{""country"": ""AU""}";android;AU
115135;2021-01-05;23846852774330262;23846852774360262;23846853524320262;4.40401295;0.81915564;6.9891685500178;13;1587;{country};"{""country"": ""RU""}";android;RU
115157;2021-01-05;23846852774330262;23846852774360262;23846853524320262;3.06269872;0.9009009;0.3399595575116;1;111;{country};"{""country"": ""MX""}";android;MX
115173;2021-01-05;23846852794980262;23846852795020262;23846853598320262;3.52941176;5.88235294;0.12;2;34;{country};"{""country"": ""MX""}";ios;MX
115191;2021-01-05;23846852794980262;23846852795020262;23846853598320262;0.6122449;4.08163265;0.03;2;49;{country};"{""country"": ""IN""}";ios;IN
