hitId,anonymousId,hitTime,utm_campaign,utm_source,utm_medium
e8240030-0b9b-11e8-9d84-ddb5e82c9150,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:14:48.017999 UTC,,,
ec2e16c0-0b9b-11e8-9d84-ddb5e82c9150,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:14:54.789000 UTC,,,
ec32d1b0-0b9b-11e8-9d84-ddb5e82c9150,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:14:54.834000 UTC,,,
fb0b2c50-0b9b-11e8-8a62-65f207a0b253,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:15:19.823999 UTC,,,
fb123130-0b9b-11e8-8a62-65f207a0b253,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:15:19.861000 UTC,,,
fe3cbd30-0b9b-11e8-8a25-cd211e2d24a4,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:15:25.171000 UTC,,,
fe7188d0-0b9b-11e8-8a25-cd211e2d24a4,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:15:25.526999 UTC,,,
063ced20-0b9c-11e8-b1ff-858fcb4387aa,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:15:38.612999 UTC,,,
06424450-0b9c-11e8-b1ff-858fcb4387aa,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:15:38.630000 UTC,,,
0b0a2ca0-0b9c-11e8-a857-6bb94960d1e7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:15:46.650000 UTC,,,
0b0e7260-0b9c-11e8-a857-6bb94960d1e7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:15:46.681999 UTC,,,
15b690d0-0b9c-11e8-bd92-1788c7d37fec,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:04.555000 UTC,,,
15ba8870-0b9c-11e8-bd92-1788c7d37fec,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:04.586999 UTC,,,
18c50950-0b9c-11e8-bf3c-73f14c16be5e,18c3f7e0-0b9c-11e8-bf3c-73f14c16be5e,2018-02-07 00:16:11.341000 UTC,,,
18c57e80-0b9c-11e8-bf3c-73f14c16be5e,18c3f7e0-0b9c-11e8-bf3c-73f14c16be5e,2018-02-07 00:16:11.342000 UTC,,,
208faa50-0b9c-11e8-8340-d35a168153a3,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:22.752000 UTC,,,
2092b790-0b9c-11e8-8340-d35a168153a3,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:22.773999 UTC,,,
209e2940-0b9c-11e8-bf3c-73f14c16be5e,18c3f7e0-0b9c-11e8-bf3c-73f14c16be5e,2018-02-07 00:16:24.069999 UTC,,,
209e7760-0b9c-11e8-bf3c-73f14c16be5e,18c3f7e0-0b9c-11e8-bf3c-73f14c16be5e,2018-02-07 00:16:24.072000 UTC,,,
247b3c60-0b9c-11e8-bf3c-73f14c16be5e,18c3f7e0-0b9c-11e8-bf3c-73f14c16be5e,2018-02-07 00:16:30.552000 UTC,,,
247bb190-0b9c-11e8-bf3c-73f14c16be5e,18c3f7e0-0b9c-11e8-bf3c-73f14c16be5e,2018-02-07 00:16:30.552999 UTC,,,
25822510-0b9c-11e8-8340-d35a168153a3,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:31.052000 UTC,,,
258b9af0-0b9c-11e8-8340-d35a168153a3,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:31.130000 UTC,,,
280d3cc0-0b9c-11e8-bf3c-73f14c16be5e,18c3f7e0-0b9c-11e8-bf3c-73f14c16be5e,2018-02-07 00:16:36.539999 UTC,,,
280ceea0-0b9c-11e8-bf3c-73f14c16be5e,18c3f7e0-0b9c-11e8-bf3c-73f14c16be5e,2018-02-07 00:16:36.539999 UTC,,,
2ea466d0-0b9c-11e8-a75c-5947fe2ff5d0,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:46.375999 UTC,,,
2ea79b20-0b9c-11e8-a75c-5947fe2ff5d0,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:46.398000 UTC,,,
2f89bdc0-0b9c-11e8-a75c-5947fe2ff5d0,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:47.891000 UTC,,,
2f9185f0-0b9c-11e8-a75c-5947fe2ff5d0,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:16:47.927000 UTC,,,
4210a170-0b9c-11e8-a75c-5947fe2ff5d0,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:18.971999 UTC,,,
42150e40-0b9c-11e8-a75c-5947fe2ff5d0,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:18.990999 UTC,,,
45b71430-0b9c-11e8-8822-29ae1bf6976d,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:25.094000 UTC,,,
45bb32e0-0b9c-11e8-8822-29ae1bf6976d,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:25.111000 UTC,,,
4c818340-0b9c-11e8-ae4a-a92a6dd545e1,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:36.506000 UTC,,,
4c88af30-0b9c-11e8-ae4a-a92a6dd545e1,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:36.523000 UTC,,,
4e31cb50-0b9c-11e8-ae4a-a92a6dd545e1,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:39.311000 UTC,,,
4e361110-0b9c-11e8-ae4a-a92a6dd545e1,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:39.348999 UTC,,,
52e1e5e0-0b9c-11e8-ae4a-a92a6dd545e1,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:47.183000 UTC,,,
52e71600-0b9c-11e8-ae4a-a92a6dd545e1,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:47.214999 UTC,,,
542f4d70-0b9c-11e8-ae4a-a92a6dd545e1,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:49.367000 UTC,,,
54334510-0b9c-11e8-ae4a-a92a6dd545e1,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:17:49.408999 UTC,,,
5e0c7ac0-0b9c-11e8-97c2-57aaf090507d,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:05.915999 UTC,,,
5e0faf10-0b9c-11e8-97c2-57aaf090507d,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:05.928999 UTC,,,
6cd4cfd0-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:30.716000 UTC,,,
6cd87950-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:30.739000 UTC,,,
6dc30060-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:32.273999 UTC,,,
6dc6a9e0-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:32.296999 UTC,,,
6f55fc70-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:34.917000 UTC,,,
6f5a1b20-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:34.943000 UTC,,,
711b5320-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:37.890000 UTC,,,
711e6060-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:37.911999 UTC,,,
72b7c510-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:40.783999 UTC,,,
72e1bb40-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:18:40.867000 UTC,,,
8a5155b0-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:19:20.210000 UTC,,,
8a5a5660-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:19:20.250000 UTC,,,
945ce600-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:19:37.042000 UTC,,,
9461a0f0-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:19:37.072000 UTC,,,
a4f87470-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:20:04.920000 UTC,,,
a5008ac0-0b9c-11e8-b3a8-fb4561db5dc7,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:20:04.954999 UTC,,,
ad4b3130-0b9c-11e8-9dee-d783a2819938,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:19.023000 UTC,,,
ad9643f0-0b9c-11e8-9dee-d783a2819938,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:19.095000 UTC,,,
b045ac80-0b9c-11e8-9dee-d783a2819938,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:23.571000 UTC,,,
b38f5940-0b9c-11e8-9dee-d783a2819938,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:29.098999 UTC,,,
b3db7d70-0b9c-11e8-9dee-d783a2819938,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:29.592000 UTC,,,
b5050950-0b9c-11e8-9dee-d783a2819938,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:31.542000 UTC,,,
b5acbb00-0b9c-11e8-a5b3-a3b494628768,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:32.625000 UTC,,,
b5ad0920-0b9c-11e8-a5b3-a3b494628768,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:32.627000 UTC,,,
b8d2b320-0b9c-11e8-8d9b-d5ea32dcc7b8,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:20:38.259000 UTC,,,
b8dd1360-0b9c-11e8-8d9b-d5ea32dcc7b8,a3ad2530-0b9b-11e8-9a93-b52d30de1ca2,2018-02-07 00:20:38.282000 UTC,,,
be28f8c0-0b9c-11e8-a5b3-a3b494628768,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:46.851999 UTC,,,
be2946e0-0b9c-11e8-a5b3-a3b494628768,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:46.867000 UTC,,,
c1c384a0-0b9c-11e8-a5b3-a3b494628768,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:52.900000 UTC,,,
c1c3d2c0-0b9c-11e8-a5b3-a3b494628768,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:20:52.907000 UTC,,,
c6c73d70-0b9c-11e8-a5b3-a3b494628768,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:21:01.311000 UTC,,,
c6c7b2a0-0b9c-11e8-a5b3-a3b494628768,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:21:01.319000 UTC,,,
cd213770-0b9c-11e8-9a19-1510088cc0cf,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:21:11.970999 UTC,,,
cd218590-0b9c-11e8-9a19-1510088cc0cf,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:21:11.973000 UTC,,,
d0413c20-0b9c-11e8-91c4-e9b2e9e4f979,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:21:17.210000 UTC,,,
d0418a40-0b9c-11e8-91c4-e9b2e9e4f979,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:21:17.224999 UTC,,,
d85171a0-0b9c-11e8-91c4-e9b2e9e4f979,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:21:30.744999 UTC,,,
d851e6d0-0b9c-11e8-91c4-e9b2e9e4f979,ad49f8b0-0b9c-11e8-9dee-d783a2819938,2018-02-07 00:21:30.746000 UTC,,,
107ce170-0b7c-11e8-8cc5-e76333145d2b,107a7070-0b7c-11e8-8cc5-e76333145d2b,2018-02-07 00:27:06.197999 UTC,kRb/7Mhako7wODYrdIYpdg==,7Iv1Fvr6UZJ+cSM+GOglAw==,cpc
107dcbd0-0b7c-11e8-8cc5-e76333145d2b,107a7070-0b7c-11e8-8cc5-e76333145d2b,2018-02-07 00:27:07.155999 UTC,kRb/7Mhako7wODYrdIYpdg==,7Iv1Fvr6UZJ+cSM+GOglAw==,cpc
112d57d0-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:30.335000 UTC,,,
112c9480-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:30.335999 UTC,,,
196d28d0-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:38.960000 UTC,,,
196dc510-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:39.229000 UTC,,,
1a608980-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:40.573999 UTC,,,
1a6125c0-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:41.517999 UTC,,,
1e554350-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:47.234999 UTC,,,
1e55b880-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:47.242000 UTC,,,
2077d530-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:50.805999 UTC,,,
20784a60-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:52.657999 UTC,,,
2229f200-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:54.005000 UTC,,,
222a6730-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:37:54.006000 UTC,,,
284423e0-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:38:04.339999 UTC,,,
28455c60-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:38:04.342000 UTC,,,
298667e0-0b9f-11e8-8529-955f333f4606,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:38:05.970000 UTC,,,
367a9930-0b9f-11e8-af55-8f83985421e7,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:38:27.796999 UTC,,,
367b0e60-0b9f-11e8-af55-8f83985421e7,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:38:28.865000 UTC,,,
4153d9c0-0b9f-11e8-88bc-19bb1fb4a9cc,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:38:45.914000 UTC,,,
4153b2b0-0b9f-11e8-88bc-19bb1fb4a9cc,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:38:45.914000 UTC,,,
57dfcaf0-0b9f-11e8-88bc-19bb1fb4a9cc,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:23.720999 UTC,,,
57e0b550-0b9f-11e8-88bc-19bb1fb4a9cc,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:23.723000 UTC,,,
57e437c0-0b9f-11e8-88bc-19bb1fb4a9cc,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:23.746999 UTC,,,
5b69b500-0b9f-11e8-88bc-19bb1fb4a9cc,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:29.691999 UTC,,,
5c811870-0b9f-11e8-88bc-19bb1fb4a9cc,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:31.813999 UTC,,,
61f916e0-0b9f-11e8-b418-c989a3aaf242,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:45.279000 UTC,,,
61f96500-0b9f-11e8-b418-c989a3aaf242,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:45.417000 UTC,,,
6d2113b0-0b9f-11e8-b418-c989a3aaf242,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:59.410000 UTC,,,
6d21aff0-0b9f-11e8-b418-c989a3aaf242,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:39:59.456000 UTC,,,
7a8da950-0b9f-11e8-b361-eb365a66e61f,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:40:21.921000 UTC,,,
7a8df770-0b9f-11e8-b361-eb365a66e61f,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:40:21.924999 UTC,,,
813f1220-0b9f-11e8-9c49-0f1446c5a105,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:40:33.322999 UTC,,,
813ec400-0b9f-11e8-9c49-0f1446c5a105,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:40:33.323999 UTC,,,
937760a0-0b9f-11e8-9c49-0f1446c5a105,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:41:03.747999 UTC,,,
93789920-0b9f-11e8-9c49-0f1446c5a105,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:41:03.749000 UTC,,,
93f51c20-0b9f-11e8-9c49-0f1446c5a105,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:41:04.552000 UTC,,,
a2e173f0-0b9f-11e8-9c49-0f1446c5a105,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:41:29.555000 UTC,,,
a5bb6ef0-0b9f-11e8-b0bb-735a2df3f1a9,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:41:34.352999 UTC,,,
a5bb20d0-0b9f-11e8-b0bb-735a2df3f1a9,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:41:34.354000 UTC,,,
ac1a23e0-0b9f-11e8-b0bb-735a2df3f1a9,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:41:45.049000 UTC,,,
ac1a9910-0b9f-11e8-b0bb-735a2df3f1a9,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:41:45.081000 UTC,,,
c0d0b8d0-0b9f-11e8-b0bb-735a2df3f1a9,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:42:19.923000 UTC,,,
c0d106f0-0b9f-11e8-b0bb-735a2df3f1a9,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:42:19.924999 UTC,,,
ce12e310-0b9f-11e8-9584-1d9744e7bdc9,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:42:46.638999 UTC,,,
ce133130-0b9f-11e8-9584-1d9744e7bdc9,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:42:46.723999 UTC,,,
236c8eb0-0ba0-11e8-b7d1-ff42cac4b612,1ed74cc0-0b6c-11e8-8ee2-e7b90805b31d,2018-02-07 00:45:07.323999 UTC,,,
